n	es	nes	pval.es	pval.nes	fdr
GO_ACETYLGLUCOSAMINYLTRANSFERASE_ACTIVITY	48	-0.276905406326172	-0.881941946294176	0.682609222549943	0.682610244616342	0.947554603875331
GO_ACETYLTRANSFERASE_ACTIVITY	102	0.266039948075674	0.855516600789814	0.72354813074497	0.723549516709106	0.967875538662583
GO_ACETYLTRANSFERASE_COMPLEX	99	0.271988434497878	0.873698590117045	0.686103653785163	0.686103107777763	0.949470405991403
GO_ACID_AMINO_ACID_LIGASE_ACTIVITY	20	0.351187626144798	0.811125737427891	0.707424653485171	0.707424520569219	0.95989070268062
GO_ACIDIC_AMINO_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	13	-0.356095203871928	-0.836641934483531	0.673242734264623	0.673243023327288	0.941096215285104
GO_ACIDIC_AMINO_ACID_TRANSPORT	20	-0.412756842353615	-1.0998974508865	0.332310966910059	0.332310122461354	0.696243602333737
GO_ACID_PHOSPHATASE_ACTIVITY	10	-0.815713103377374	-1.66507596071019	0.0121780351094662	0.0121767315158823	0.109543005782514
GO_ACID_SECRETION	65	0.402425816009711	1.21617055583664	0.178983641251974	0.178981829792834	0.519047306399219
GO_ACID_THIOL_LIGASE_ACTIVITY	19	-0.444906619999643	-1.17064346508727	0.257794145122005	0.257791404334116	0.627094551003548
GO_ACROSOMAL_MEMBRANE	21	0.377253739961529	0.852429751988748	0.662158533239118	0.662158056162433	0.933808596008809
GO_ACROSOMAL_VESICLE	90	0.351034376943037	1.0370132421862	0.42422910576781	0.424227639562893	0.776525592714752
GO_ACROSOME_ASSEMBLY	12	0.651667528273024	1.21174039418407	0.25467083611171	0.254669799689341	0.623652990990313
GO_ACROSOME_REACTION	16	-0.505928063761092	-1.16750249911638	0.270755762204613	0.270754327517674	0.641739824356796
GO_ACTIN_BASED_CELL_PROJECTION	180	0.34532837008682	1.17438315785704	0.18835903145439	0.18835741191146	0.530882538765221
GO_ACTIN_BINDING	392	0.303412813533315	1.13287184223414	0.184329843852016	0.184327272174176	0.527311480745855
GO_ACTIN_CYTOSKELETON	443	0.31287224545405	1.17732366554676	0.091607347586083	0.0916036999433499	0.364934335935931
GO_ACTIN_CYTOSKELETON_REORGANIZATION	54	0.274154868509459	0.806079479319571	0.766412439426508	0.766414169633181	0.988198861038687
GO_ACTIN_DEPENDENT_ATPASE_ACTIVITY	12	-0.539172348779741	-1.1973000763399	0.268285905242061	0.268284543529909	0.639772602050335
GO_ACTIN_FILAMENT	69	0.433971363236322	1.30757262098305	0.102020625524761	0.102019671445309	0.388309991373949
GO_ACTIN_FILAMENT_BASED_MOVEMENT	92	0.362828384376413	1.12346025731063	0.270549959267205	0.270548711456462	0.641739824356796
GO_ACTIN_FILAMENT_BASED_PROCESS	449	0.355045773267117	1.32402778964203	0.0137727323538779	0.013771403705569	0.117178837853434
GO_ACTIN_FILAMENT_BINDING	120	0.323306418108526	1.07301441723757	0.341312762924782	0.341310049729556	0.703880955932989
GO_ACTIN_FILAMENT_BUNDLE	56	0.394988337486414	1.14993835852375	0.264939863417605	0.264939923548577	0.636216944223444
GO_ACTIN_FILAMENT_BUNDLE_ORGANIZATION	48	0.479735868562842	1.36810609208336	0.100242500660973	0.100241157374697	0.384333562559111
GO_ACTIN_FILAMENT_ORGANIZATION	173	0.313387667983003	1.06931786062519	0.320739851388025	0.320736634262533	0.686310729447913
GO_ACTIN_FILAMENT_POLYMERIZATION	22	0.39019048554547	0.9433908133228	0.531909441619397	0.531909437543662	0.859070770545538
GO_ACTININ_BINDING	28	0.313294678960664	0.794172749171892	0.750335113283734	0.750337130258771	0.979314156626156
GO_ACTIN_MEDIATED_CELL_CONTRACTION	73	0.415487774968697	1.21257516187988	0.199361816860641	0.199361333792476	0.546787969734022
GO_ACTIN_MONOMER_BINDING	24	0.549275496617851	1.32147882506328	0.153543240444966	0.153542554125337	0.47667633704969
GO_ACTIN_MYOSIN_FILAMENT_SLIDING	37	0.506248582358492	1.255953375049	0.188321435956703	0.188320633448012	0.530882538765221
GO_ACTIN_NUCLEATION	23	-0.149096684534445	-0.409131214983325	0.99238290624273	0.9923838506079	1
GO_ACTIN_POLYMERIZATION_OR_DEPOLYMERIZATION	36	0.31971433657585	0.847786907600917	0.675446466121141	0.675446416643572	0.942661241062367
GO_ACTION_POTENTIAL	93	0.44440671891205	1.38910604811907	0.0540629388884079	0.0540615276298794	0.271269239393211
GO_ACTIVATING_TRANSCRIPTION_FACTOR_BINDING	56	0.580003893100971	1.68374572467225	0.00225463687471439	0.00225232409468323	0.0335636003630882
GO_ACTIVATION_OF_ADENYLATE_CYCLASE_ACTIVITY	38	0.478960635837268	1.28502514903866	0.154020860217405	0.154019532672986	0.477307257880244
GO_ACTIVATION_OF_ANAPHASE_PROMOTING_COMPLEX_ACTIVITY	14	0.33726943797388	0.740870887270569	0.78848147718665	0.788482283164161	0.99719011659424
GO_ACTIVATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY	94	0.341711562712025	1.09322503237659	0.31207167445232	0.312068160461844	0.678997880578253
GO_ACTIVATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY	12	-0.444853179341684	-1.0507137083466	0.405867454345571	0.405866547846833	0.758883216517656
GO_ACTIVATION_OF_GTPASE_ACTIVITY	74	0.346012075794188	1.08860434424795	0.323145689268951	0.323145758586761	0.688911822630369
GO_ACTIVATION_OF_IMMUNE_RESPONSE	426	0.257189307475722	0.958616782802321	0.569959042353112	0.569958592141774	0.88791065620887
GO_ACTIVATION_OF_INNATE_IMMUNE_RESPONSE	203	0.212757868402684	0.746171407976143	0.945315855718938	0.945319929723288	1
GO_ACTIVATION_OF_JUN_KINASE_ACTIVITY	34	0.241517968455348	0.632243560291834	0.926460019717847	0.926462738992693	1
GO_ACTIVATION_OF_MAPK_ACTIVITY	136	0.419179051850335	1.40242525919283	0.0345803679358735	0.0345788708502195	0.208743469336631
GO_ACTIVATION_OF_MAPKK_ACTIVITY	51	0.317693086058438	0.901071266455319	0.611267141659014	0.611266211321019	0.913194673276553
GO_ACTIVATION_OF_MAPKKK_ACTIVITY	10	0.30010422596869	0.646228685503453	0.872807088973312	0.872809972902129	1
GO_ACTIVATION_OF_NF_KAPPAB_INDUCING_KINASE_ACTIVITY	16	0.75290662399258	1.73476896669358	0.00581002431551803	0.00580959607687315	0.0660953276745799
GO_ACTIVATION_OF_PHOSPHOLIPASE_C_ACTIVITY	26	0.38560801991302	0.963867781607841	0.507087020945703	0.50708539541321	0.840318431873664
GO_ACTIVATION_OF_PROTEIN_KINASE_A_ACTIVITY	16	0.583833483006566	1.35003044076436	0.127634880878347	0.127632140747887	0.441560884971357
GO_ACTIVATION_OF_PROTEIN_KINASE_ACTIVITY	278	0.393980884840886	1.4115497575361	0.0177717311527389	0.0177727689424273	0.13566929169471
GO_ACTIVATION_OF_PROTEIN_KINASE_B_ACTIVITY	21	0.335421536958954	0.794596040250598	0.714471535284608	0.714472643685691	0.963117159415223
GO_ACTIVATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_TYROSINE_KINASE_ACTIVITY	11	0.385825334940442	0.812189906259215	0.717522631269774	0.71752430060769	0.964963346759512
GO_ACTIVE_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	170	0.254972013677514	0.869659199393216	0.72428937852648	0.724290924150632	0.967875538662583
GO_ACTIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	355	0.242897542841333	0.88913986842238	0.74558327942295	0.745585215712911	0.97791160502203
GO_ACTIVIN_BINDING	11	-0.308783700693007	-0.746975953186693	0.789439273433956	0.789440796473212	0.997934135028957
GO_ACTIVIN_RECEPTOR_SIGNALING_PATHWAY	21	0.347477790315524	0.833507487891546	0.681014520373663	0.681015325349433	0.946516034241688
GO_ACTOMYOSIN	61	0.420393838463495	1.26150764738334	0.135343190565862	0.135340557015402	0.45257208166789
GO_ACTOMYOSIN_STRUCTURE_ORGANIZATION	76	0.310997699250143	0.960054295808878	0.513506566613242	0.513503555059451	0.845266285957627
GO_ACUTE_INFLAMMATORY_RESPONSE	72	0.367225636342116	1.08433386882602	0.34234298354133	0.34233970203598	0.704690910662789
GO_ACUTE_PHASE_RESPONSE	42	0.475837291225536	1.2195293163801	0.214306987770263	0.214305799295047	0.567771208521942
GO_ACYL_COA_DEHYDROGENASE_ACTIVITY	16	-0.204166977990638	-0.521608979472489	0.973316091612362	0.973318932609142	1
GO_ACYLGLYCEROL_HOMEOSTASIS	29	0.366961786342134	0.91451651760714	0.581654133972651	0.58165432952436	0.895411661063261
GO_ACYLGLYCEROL_O_ACYLTRANSFERASE_ACTIVITY	27	0.504821454545193	1.25465495593627	0.200943153244235	0.200942470403578	0.548603302500357
GO_ADA2_GCN5_ADA3_TRANSCRIPTION_ACTIVATOR_COMPLEX	14	0.289854707934642	0.630663592717825	0.881420574826836	0.881422648851802	1
GO_ADAPTATION_OF_SIGNALING_PATHWAY	20	0.544379841291656	1.29428044203367	0.159586996021055	0.159584528974698	0.488160327515157
GO_ADAPTIVE_IMMUNE_RESPONSE	287	0.330004941992748	1.17235172122423	0.146514386549771	0.146511383335376	0.468111038205205
GO_ADAPTIVE_IMMUNE_RESPONSE_BASED_ON_SOMATIC_RECOMBINATION_OF_IMMUNE_RECEPTORS_BUILT_FROM_IMMUNOGLOBULIN_SUPERFAMILY_DOMAINS	153	0.358647808752055	1.19931930010551	0.174117429754437	0.174114575329162	0.510077691423076
GO_ADENOHYPOPHYSIS_DEVELOPMENT	13	0.798064260642202	1.4645345887941	0.0802563249538834	0.0802549063394595	0.341102985674976
GO_ADENOSINE_DEAMINASE_ACTIVITY	10	-0.285030387122999	-0.599461232875022	0.922375779887036	0.922378526375023	1
GO_ADENYLATE_CYCLASE_ACTIVATING_DOPAMINE_RECEPTOR_SIGNALING_PATHWAY	11	0.375249169057438	0.759188772029802	0.731678586345615	0.731677901731947	0.970974981302422
GO_ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	72	0.552654952248699	1.60977990799367	0.0132788442025921	0.0132770944733985	0.11542846553132
GO_ADENYLATE_CYCLASE_INHIBITING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	67	0.488053157208748	1.4252311138922	0.0628164805836379	0.0628152316427527	0.297054284890907
GO_ADENYLATE_CYCLASE_MODULATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	144	0.494147233957153	1.61491214564307	0.00537683351356744	0.0053775278678565	0.0628522408339277
GO_ADENYL_NUCLEOTIDE_BINDING	1513	0.207561879570089	0.826589991420835	0.967899705633184	0.967903092935219	1
GO_ADENYLYLTRANSFERASE_ACTIVITY	23	-0.208830894235723	-0.57417566254195	0.954761910415113	0.954764152355799	1
GO_ADHERENS_JUNCTION_ASSEMBLY	33	0.442954180218423	1.17701515124136	0.256488049836458	0.256486688717249	0.625106807001886
GO_ADHERENS_JUNCTION_ORGANIZATION	70	0.468337460861264	1.42316651699941	0.0512848864036008	0.0512833112044584	0.262449886752228
GO_ADIPOSE_TISSUE_DEVELOPMENT	31	0.564457084644855	1.43947089815029	0.072839633093237	0.0728381155625119	0.321425513721231
GO_ADP_BINDING	33	-0.187789428827857	-0.544471439504713	0.984656699616223	0.984658754042184	1
GO_ADP_METABOLIC_PROCESS	46	0.330630116073697	0.911898901985365	0.590916305490525	0.590916622328718	0.901321723634104
GO_ADRENAL_GLAND_DEVELOPMENT	22	-0.269346422138089	-0.702415317757449	0.882401817327253	0.882406937177293	1
GO_ADRENERGIC_RECEPTOR_ACTIVITY	15	0.502962248738542	1.02342883858922	0.465071860802449	0.465071528117223	0.809682605117083
GO_ADRENERGIC_RECEPTOR_BINDING	18	-0.34322733718569	-0.841873402942426	0.669330804874366	0.669331443737491	0.939445983665716
GO_ADRENERGIC_RECEPTOR_SIGNALING_PATHWAY	22	0.317416981832412	0.759419564700093	0.79079581336612	0.790798424305374	0.998370353860562
GO_ADULT_BEHAVIOR	134	-0.277905622508972	-1.02698902084663	0.393502199385626	0.393499982105509	0.745897434840177
GO_ADULT_HEART_DEVELOPMENT	12	0.361146026075346	0.77492254344125	0.726947589488961	0.726947772151986	0.968084287562936
GO_ADULT_LOCOMOTORY_BEHAVIOR	79	0.314576480375479	0.918503941019395	0.583359421579964	0.58335909239864	0.895869037307618
GO_AEROBIC_RESPIRATION	52	-0.301246001879	-0.975863654629419	0.486945198404657	0.486943244912292	0.824958830727698
GO_AGGRESOME	33	0.383548570414776	0.987853974039739	0.487676875450972	0.487674985947778	0.825382290758527
GO_AGING	263	0.445211079135284	1.59419394563301	0.00203407771589781	0.00203599858839054	0.0310437310539135
GO_ALCOHOL_BINDING	100	0.193932516977768	0.611705342316453	0.985942690437766	0.985944417039753	1
GO_ALCOHOL_BIOSYNTHETIC_PROCESS	110	0.507045001763678	1.66737977333553	0.00305444329337556	0.00305248781086553	0.0425860907079893
GO_ALCOHOL_CATABOLIC_PROCESS	57	0.290301930882234	0.848732226838591	0.697151131953628	0.697152272280899	0.954269514764877
GO_ALCOHOL_DEHYDROGENASE_NADP_ACTIVITY	15	0.28069192445494	0.637108087368701	0.880216659604372	0.880219793786191	1
GO_ALCOHOL_METABOLIC_PROCESS	347	0.403766025324096	1.48967660870085	0.00116134533223156	0.00116110875053232	0.0197388487590495
GO_ALCOHOL_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	23	-0.427813331160327	-1.07650025603994	0.364068987043468	0.364067621357698	0.721851858635958
GO_ALDEHYDE_CATABOLIC_PROCESS	12	-0.487815294002824	-1.10323185723428	0.35385206011278	0.353851443530212	0.715091766210496
GO_ALDEHYDE_DEHYDROGENASE_NAD_ACTIVITY	18	0.340772081756725	0.799322462606501	0.710215234817569	0.710215885649672	0.960954145514821
GO_ALDITOL_METABOLIC_PROCESS	19	0.561520969883365	1.30720967280927	0.160061460440299	0.160059488261585	0.488516896784199
GO_ALDITOL_PHOSPHATE_METABOLIC_PROCESS	34	0.25925485939188	0.670994349398304	0.899441286376237	0.899444736048955	1
GO_ALDO_KETO_REDUCTASE_NADP_ACTIVITY	25	0.23740685645986	0.606881106664616	0.948082722702465	0.948084953430582	1
GO_ALKALI_METAL_ION_BINDING	20	-0.401979372318456	-1.03962812790082	0.414702407965003	0.414701389118809	0.767522126997412
GO_ALKALOID_METABOLIC_PROCESS	13	0.709370438089478	1.39043644421266	0.147966204365592	0.147965871091765	0.46936519752219
GO_ALPHA_ACTININ_BINDING	20	-0.262999545337834	-0.644167500485591	0.892957908814582	0.892961322030066	1
GO_ALPHA_AMINO_ACID_BIOSYNTHETIC_PROCESS	76	-0.315910562649964	-1.08991846429023	0.298070228642395	0.298069429423148	0.667137091423691
GO_ALPHA_AMINO_ACID_CATABOLIC_PROCESS	94	0.268521022077487	0.852814282790308	0.70437071971496	0.704369700768323	0.95816702153484
GO_ALPHA_AMINO_ACID_METABOLIC_PROCESS	228	-0.175765269700372	-0.723109168946367	0.992259035059912	0.992259544193165	1
GO_ALPHA_BETA_T_CELL_ACTIVATION	53	0.392716378743158	1.12951477301107	0.293257858536407	0.293257396292564	0.662776968763828
GO_ALPHA_BETA_T_CELL_DIFFERENTIATION	44	0.42598047789149	1.18046641452624	0.2543225894595	0.254320991648014	0.623652990990313
GO_ALPHA_LINOLENIC_ACID_METABOLIC_PROCESS	12	0.228720207689824	0.50404603367221	0.95906438745734	0.959066792319449	1
GO_ALPHA_TUBULIN_BINDING	25	0.512523738226999	1.27011732052099	0.198002043775471	0.198001186657871	0.544622789989455
GO_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME	10	0.571549161158235	1.21119250896092	0.26227460501349	0.262273783005512	0.633310898065555
GO_AMEBOIDAL_TYPE_CELL_MIGRATION	153	0.363463203416767	1.22019900775412	0.135473826152057	0.135470508996506	0.45257208166789
GO_AMELOGENESIS	19	-0.200874966815961	-0.503047555960872	0.983976514365478	0.983978257761153	1
GO_AMIDE_BINDING	271	0.205650803659341	0.737479586150086	0.965135190120807	0.965139844569314	1
GO_AMIDE_BIOSYNTHETIC_PROCESS	506	-0.149654130418377	-0.670219752856775	0.999999999981818	0.999999999982041	1
GO_AMIDE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	18	0.443413837709839	1.0427905278319	0.42351141630787	0.423511621071701	0.776161592201967
GO_AMIDE_TRANSPORT	96	0.392726816987293	1.20957208066598	0.185625042286595	0.185623163582413	0.529227294339064
GO_AMINE_BINDING	10	-0.491352281237779	-0.958381031471373	0.539262914832267	0.539263166590175	0.864106417537236
GO_AMINE_BIOSYNTHETIC_PROCESS	20	0.595652348280657	1.38828888793386	0.111727959080032	0.111727725544141	0.41105734511327
GO_AMINE_CATABOLIC_PROCESS	20	0.709599319648748	1.65166167087228	0.0251293809879642	0.0251296726587363	0.171783684660742
GO_AMINE_METABOLIC_PROCESS	130	0.421664275785888	1.37550967628567	0.046890875510293	0.0468886839421579	0.248133449603059
GO_AMINO_ACID_ACTIVATION	51	-0.487884656967234	-1.61397192941604	0.00138332905899319	0.0013828909570246	0.0225999527672859
GO_AMINO_ACID_BETAINE_METABOLIC_PROCESS	17	0.364764938069766	0.821884588470205	0.683668822133772	0.683668514447356	0.948097264761031
GO_AMINO_ACID_BETAINE_TRANSPORT	13	-0.282914677979322	-0.694590300195554	0.840493003885154	0.840495343269704	1
GO_AMINO_ACID_BINDING	107	0.251839528008534	0.813295156350601	0.795061719079515	0.795064415811153	0.999658110257871
GO_AMINO_ACID_IMPORT	14	-0.349413264932697	-0.831053675883411	0.683642405320151	0.683643561271671	0.948097264761031
GO_AMINO_ACID_TRANSMEMBRANE_TRANSPORT	66	0.436188195597301	1.28999437319313	0.125941900697784	0.12594091260288	0.438002636888799
GO_AMINO_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	78	0.355560271141211	1.08038554921567	0.340280726777592	0.340279029954858	0.703140321764911
GO_AMINO_ACID_TRANSPORT	123	0.365998017704302	1.19819629401494	0.172669329144336	0.172668874849433	0.508189570429933
GO_AMINOACYL_TRNA_EDITING_ACTIVITY	10	-0.513907029170805	-1.09167209781858	0.384041061154229	0.384040936434624	0.739097651251541
GO_AMINOGLYCAN_BIOSYNTHETIC_PROCESS	106	0.340596612936973	1.09395163342807	0.313653623522457	0.313650987744627	0.680939171925583
GO_AMINOGLYCAN_CATABOLIC_PROCESS	67	0.425873775418543	1.27108771158774	0.141990009831408	0.141989164746756	0.461272572550083
GO_AMINOGLYCAN_METABOLIC_PROCESS	165	0.363725719332297	1.2502721019757	0.106471583963261	0.106467933843217	0.399406656066248
GO_AMINOPEPTIDASE_ACTIVITY	42	-0.555056101987601	-1.74372179141958	3.24008577294865e-05	3.23671301720729e-05	0.000938646774990115
GO_AMINO_SUGAR_BIOSYNTHETIC_PROCESS	10	0.531778255667951	1.13338282049284	0.325524657474991	0.325522999693404	0.690505414877768
GO_AMINO_SUGAR_CATABOLIC_PROCESS	12	0.303907848331258	0.653822858146758	0.874238702047903	0.874240989139131	1
GO_AMINO_SUGAR_METABOLIC_PROCESS	39	0.423514241582885	1.16896808093638	0.25045928667815	0.250457727980273	0.618150988206631
GO_AMMONIUM_ION_BINDING	71	-0.275575214240385	-0.905073976977264	0.626120089643301	0.626120394590097	0.91798413728754
GO_AMMONIUM_ION_METABOLIC_PROCESS	168	0.413997955776017	1.41209005826245	0.0221179410623394	0.022116191911233	0.157924739336312
GO_AMMONIUM_TRANSMEMBRANE_TRANSPORT	23	-0.365455128342032	-1.0062153979954	0.449932731404037	0.449930738929279	0.798856618098925
GO_AMMONIUM_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	26	-0.313499565710083	-0.819016222311278	0.741794295109315	0.741797224080158	0.977377837257617
GO_AMMONIUM_TRANSPORT	56	0.228683268018329	0.65177387050997	0.938247754426958	0.938251217011743	1
GO_AMPA_GLUTAMATE_RECEPTOR_COMPLEX	26	0.655731888223205	1.60938152553126	0.0271435934031533	0.0271431033704745	0.179507161539344
GO_AMP_METABOLIC_PROCESS	13	0.396868405433238	0.868047353729808	0.62805500288499	0.628055096800064	0.918063200264281
GO_AMYLOID_PRECURSOR_PROTEIN_METABOLIC_PROCESS	11	0.745771079055635	1.57280881364319	0.0397847092887441	0.03978320368306	0.226959916093523
GO_ANAPHASE_PROMOTING_COMPLEX	21	0.201072119918598	0.485446762243442	0.985060162888328	0.985062388020122	1
GO_ANAPHASE_PROMOTING_COMPLEX_DEPENDENT_CATABOLIC_PROCESS	76	0.154369631926149	0.486554599013943	0.998905667588152	0.998905966146336	1
GO_ANATOMICAL_STRUCTURE_ARRANGEMENT	16	0.770409267843604	1.69613348139842	0.0167140018359572	0.0167128869121365	0.129996502940009
GO_ANATOMICAL_STRUCTURE_FORMATION_INVOLVED_IN_MORPHOGENESIS	956	0.392985338019587	1.53073071676531	1.55431223447522e-15	1.55431223447522e-15	1.4146632583316e-13
GO_ANATOMICAL_STRUCTURE_HOMEOSTASIS	284	-0.29664875248299	-1.22958716321512	0.0749571354829498	0.0749569208990615	0.327749552135142
GO_ANATOMICAL_STRUCTURE_MATURATION	38	0.354529837456663	0.938858217262631	0.532918193816308	0.53291562853119	0.859991505289285
GO_ANATOMICAL_STRUCTURE_REGRESSION	11	0.497633823412048	1.02198664340809	0.45529829812	0.455298296100671	0.801650214205824
GO_ANCHORED_COMPONENT_OF_EXTERNAL_SIDE_OF_PLASMA_MEMBRANE	21	-0.302699193566175	-0.748545325647082	0.79018040594811	0.790182747308753	0.998265046218934
GO_ANCHORED_COMPONENT_OF_MEMBRANE	151	0.505782494033856	1.66162353809966	0.00275239522920889	0.00275231270375242	0.0392353782057815
GO_ANCHORED_COMPONENT_OF_PLASMA_MEMBRANE	42	0.702275372737557	1.8228320980461	0.00146952304728531	0.0014695319029725	0.0236886941089518
GO_ANCHORING_JUNCTION	488	0.338367560093422	1.28492453205368	0.0243875158963673	0.024384075431709	0.168326943120175
GO_ANDROGEN_BIOSYNTHETIC_PROCESS	13	0.431503363573263	0.913738298354825	0.568504148565106	0.568503395137337	0.887230126599804
GO_ANDROGEN_METABOLIC_PROCESS	29	0.702984968009761	1.76821709308876	0.00332816603191921	0.00332825998562203	0.0443468154840989
GO_ANDROGEN_RECEPTOR_BINDING	38	0.372726833306947	1.04048828825805	0.421647267018867	0.421646464310086	0.774965999915648
GO_ANDROGEN_RECEPTOR_SIGNALING_PATHWAY	40	0.55646518143985	1.56705539530343	0.0377378597717674	0.0377373907727059	0.22017199586916
GO_ANGIOGENESIS	292	0.424113522380978	1.54542787216171	0.000714680573901005	0.000714227486882102	0.0138992428039293
GO_ANGIOGENESIS_INVOLVED_IN_WOUND_HEALING	13	0.493667716433976	1.08690507410847	0.374057388645855	0.374057703698044	0.730761700222645
GO_ANGIOTENSIN_RECEPTOR_BINDING	11	-0.261204278226142	-0.559590952769181	0.956067521208032	0.956070110169335	1
GO_ANION_ANION_ANTIPORTER_ACTIVITY	21	-0.432606385507519	-1.10437920399474	0.345792369678993	0.345791448514126	0.708590997370825
GO_ANION_CATION_SYMPORTER_ACTIVITY	52	0.435459104504917	1.19773605478052	0.205047644038624	0.205046453827638	0.553867709584998
GO_ANION_CHANNEL_ACTIVITY	90	0.26577629288099	0.822071604697611	0.787105038986322	0.787108647451439	0.996087317613151
GO_ANION_HOMEOSTASIS	40	0.227953474175733	0.619200142650376	0.944771592691527	0.944773702376875	1
GO_ANION_TRANSMEMBRANE_TRANSPORT	250	0.25098732492878	0.882505813860472	0.72407764684381	0.724080421583717	0.967875538662583
GO_ANION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	292	0.233782587399602	0.832016582204479	0.825130331479845	0.825132341421302	1
GO_ANION_TRANSMEMBRANE_TRANSPORTING_ATPASE_ACTIVITY	10	-0.492191131667589	-1.09090063896349	0.350288372090345	0.350286374873263	0.712863499742078
GO_ANION_TRANSPORT	506	0.287827241762926	1.08353325458226	0.281695659399246	0.281693081916211	0.651780600002319
GO_ANKYRIN_BINDING	19	0.293188797552153	0.685774312249244	0.847292529306143	0.847294365531569	1
GO_ANNEALING_ACTIVITY	11	0.320425445698431	0.69184941193027	0.827116215956618	0.827117579300315	1
GO_ANTERIOR_POSTERIOR_AXIS_SPECIFICATION	47	0.416741152068213	1.13759308928433	0.292508851693127	0.292506932956906	0.662721281893922
GO_ANTERIOR_POSTERIOR_PATTERN_SPECIFICATION	193	0.431570104760597	1.48084843247827	0.0140823223308771	0.0140803707465323	0.118491427221174
GO_ANTEROGRADE_AXONAL_TRANSPORT	25	0.164675873274704	0.402601131325449	0.995609311140496	0.995610138350558	1
GO_ANTIGEN_BINDING	113	0.245199663542043	0.741785549760473	0.888589586733437	0.888592717200007	1
GO_ANTIGEN_PROCESSING_AND_PRESENTATION	212	0.222196082618712	0.79190371281349	0.882202544527363	0.882205494271828	1
GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_ENDOGENOUS_ANTIGEN	16	0.548461990590742	1.31135947164584	0.166519547789077	0.166517417880241	0.500313379471563
